Mall Name,Tenant
Tiong Bahru Plaza,"Valu$Furniture, Furnishings & Household#02-123"
Tiong Bahru Plaza,Venus BeautyHair & Beauty#B1-128
Tiong Bahru Plaza,Victoria FaceliftHair & Beauty#03-112
Tiong Bahru Plaza,WacoalFashion Wear & Accessories#02-122
Tiong Bahru Plaza,WatsonsPharmacy & Healthcare#01-131
Tiong Bahru Plaza,Welcia-BHGPharmacy & Healthcare#02-120
Tiong Bahru Plaza,Wok HeyFood & Restaurants#B1-113
Tiong Bahru Plaza,Xing Hua 兴化Food & Restaurants#02-110
Tiong Bahru Plaza,Xing Xing Mala & Chicken PotFood & Restaurants#02-113
Tiong Bahru Plaza,Ya Kun Kaya ToastFood & Restaurants#B1-138
Tiong Bahru Plaza,Yaowarat Thai Kway ChapFood & Restaurants#B1-135
Tiong Bahru Plaza,Yun Nam Hair CareHair & Beauty#03-111
Tiong Bahru Plaza,ZTP Ginseng BirdnestPharmacy & Healthcare#B1-117
Tiong Bahru Plaza,Zuya VegetarianFood & Restaurants#02-111A
Tiong Bahru Plaza,Blog
Tiong Bahru Plaza,Money Changers
Tiong Bahru Plaza,About Us
Tiong Bahru Plaza,Contact Us
Tiong Bahru Plaza,Terms and Conditions
Tiong Bahru Plaza,Privacy Policy
Tiong Bahru Plaza,Directory
Tiong Bahru Plaza,Deals
Tiong Bahru Plaza,About
Ue Square,7-ElevenSupermarket & Department Store#01-24
Ue Square,Art ZoneSchool & Enrichment Centre#02-25
Ue Square,"Azami BarberBeauty, Health & Wellness#03-25"
Ue Square,"C&A Dental StudioBeauty, Health & Wellness#03-20A"
Ue Square,ChikuyoteiFood & Beverage#01-61
Ue Square,Colony ClothingFashion#01-37/38
Ue Square,"CotoviaBeauty, Health & Wellness#03-11"
Ue Square,CS FreshSupermarket & Department Store#02-15 to 23
Ue Square,De Zlin Custom TailorFashion#02-14
Ue Square,Dutch Colony Coffee Co.Food & Beverage#01-21
Ue Square,Emperor RoyalFood & Beverage#01-51 to 54
Ue Square,Fine Dining BakeryFood & Beverage#01-59
Ue Square,Fish & BonesFood & Beverage#01-13
Ue Square,"FitLoftBeauty, Health & Wellness#03-20"
Ue Square,"Goodheal TCM WellnessBeauty, Health & Wellness#03-19"
Ue Square,GuardianSupermarket & Department Store#02-18
Ue Square,Gyu-Kaku Japanese BBQFood & Beverage#01-18/19
Ue Square,IppudoFood & Beverage#01-55/56
Ue Square,JH Kim TaekwondoSchool & Enrichment Centre#03-13
Ue Square,KumonSchool & Enrichment Centre#03-14
Ue Square,La Pasteleria Kitchen & BarFood & Beverage#01-22
Ue Square,LaundrymartServices#01-39
Ue Square,Minmed CycleSchool & Enrichment Centre#01-33/34
Ue Square,MobomogaFood & Beverage#01-58
Ue Square,Moc QuanFood & Beverage#01-23
Ue Square,My Ballet StudioSchool & Enrichment Centre#02-11
Ue Square,"Nail AddictionBeauty, Health & Wellness#01-20"
Ue Square,Nousound AcademySchool & Enrichment Centre#03-12
Ue Square,"Perfect Style Hair SalonBeauty, Health & Wellness#03-24"
Ue Square,Power Kids GymSchool & Enrichment Centre#02-12/13
Ue Square,"RevivalFood & BeveragePark Wing, #01-76"
Ue Square,SaketoshiFood & Beverage#01-14
Ue Square,Shin Minori 新稔りFood & Beverage#03-15/16
Ue Square,Starbucks CoffeeFood & Beverage#01-31
Ue Square,Superland Pre-SchoolSchool & Enrichment Centre#03-17/18
Ue Square,The Cheese ShopFood & Beverage#01-35/36
Ue Square,"The Connoisseur DivanFood & BeverageRiver Wing, #01-62"
Ue Square,"The Movement AcademyBeauty, Health & Wellness#03-21"
Ue Square,"The Moving BodyBeauty, Health & Wellness#03-22/23"
Ue Square,The Straits Wine CompanyFood & Beverage#01-11
Ue Square,Tipsy HippoFood & Beverage#01-15 to 17
Ue Square,Torikin 鶏金Food & Beverage#01-75
Ue Square,Vibez Bistro BarFood & Beverage#01-57
Ue Square,Wabi-Sabi DiningFood & Beverage#01-60
Ue Square,Blog
Ue Square,Money Changers
Ue Square,About Us
Ue Square,Contact Us
Ue Square,Terms and Conditions
Ue Square,Privacy Policy
United Square,1855 The Bottle ShopShopping#B1-56C
United Square,328 Katong LaksaFood & Beverages#01-K1
United Square,7-ElevenServices#01-01A
United Square,85 RedhillFood & Beverages#01-79
United Square,A Little SomethingFood & Beverages#01-K16
United Square,Aglow Baby & Child ClinicServices#02-09
United Square,Anytime FitnessBeauty & Health And Wellness#B1-15
United Square,Aspire Hub EducationEnrichment Centre#01-33
United Square,AsterSpringBeauty & Health And Wellness#01-47
United Square,Aureus AcademyEnrichment Centre#03-27
United Square,Bari-Uma RamenFood & Beverages#B1-08
United Square,BataShopping#01-66/67 & 01-71
United Square,Beauty LanguageBeauty & Health And Wellness#B1-73
United Square,Bengawan SoloFood & Beverages#01-77
United Square,bloomBShopping#01-65
United Square,BossiniShopping#02-18
United Square,Brauhaus Restaurant & PubFood & Beverages#B1-13
United Square,BreadTalkFood & Beverages#01-75A/A
United Square,Burger KingFood & Beverages#01-02
United Square,CD PlusShopping#B1-22/23
United Square,Chateau De SableShopping#01-87
United Square,Cheongdam Skin Management & Aesthetics ClinicBeauty & Health And Wellness#B1-56H
United Square,Chiropractic FirstBeauty & Health And Wellness#B1-71
United Square,Chocolate OriginFood & Beverages#01-58
United Square,CoCoYeYeFood & Beverages#B1-60A
United Square,Cold StorageSupermarket#B1-52
United Square,Cotton On KidsShopping#01-05
United Square,Craftsmen Authentic OpticalServices#01-64
United Square,Crown Prince KitchenetteFood & Beverages#B1-09 & B1-64/65
United Square,CS FreshSupermarket#B1-29
United Square,Digital XpressServices#01-K6
United Square,Dr. BagsServices#B1-36A
United Square,Duke BakeryFood & Beverages#B1-61
United Square,E-H Hairdesign StudioBeauty & Health And Wellness#01-55
United Square,EC HouseBeauty & Health And Wellness#B1-56B
United Square,Efflorescence Face.EyebrowBeauty & Health And Wellness#01-39A
United Square,Eng's Wantan NoodleFood & Beverages#01-K17
United Square,EZCUTSBeauty & Health And Wellness#B1-70
United Square,Face On Clinic by DoctorsBeauty & Health And Wellness#01-45
United Square,Food DynastyFood & Beverages#B1-02
United Square,For The Love Of LaundryServices#01-18A
United Square,GeniebookEnrichment Centre#B1-26
United Square,Genki SushiFood & Beverages#B1-07
United Square,GPA Dentalcare @ GoldhillServices#01-96
United Square,Growing FunShopping#02-16
United Square,GuardianBeauty & Health And Wellness#B1-28
United Square,Guess KidsShopping#01-62
United Square,H&M KidsShopping#01-04
United Square,HiArtEnrichment Centre#04-23
United Square,HoneyWorld®Beauty & Health And Wellness#B1-K4
United Square,HOPLA! Kids Shoe ShopShopping#01-57
United Square,Hoshino CoffeeFood & Beverages#02-06
United Square,Hua Language CentreEnrichment Centre#03-25
United Square,I Can ReadEnrichment Centre#01-41
United Square,Ichiban BoshiFood & Beverages#02-02
United Square,KATETUShopping#B1-72
United Square,Kids ‘n’ MeBeauty & Health And Wellness#01-40
United Square,Kindermusik With Love StudiosEnrichment Centre#B1-31
United Square,KOI ThéFood & Beverages#B1-60
United Square,La KellyShopping#B1-K3
United Square,LACBeauty & Health And Wellness#B1-25
United Square,Lap Vietnamese RestaurantFood & Beverages#B1-06
United Square,Le Femme CollectionsShopping#01-37
United Square,Liangyi TCMBeauty & Health And Wellness#B1-39
United Square,Lifetime Vision CareServices#01-84
United Square,Linen GalleryShopping#02-17
United Square,"Lorna Whiston SchoolsEnrichment Centre#03-18, #04-20"
United Square,Mandeville Conservatory of MusicEnrichment Centre#03-21
United Square,McDonald’sFood & Beverages#B1-11
United Square,Mega Discount StoreShopping#B1-56D
United Square,MelvadosFood & Beverages#B1-61A
United Square,Menya AoiFood & Beverages#B1-04
United Square,My Greatest ChildShopping#B1-62
United Square,Nail AddictionBeauty & Health And Wellness#02-01
United Square,Nature’s Farm®Beauty & Health And Wellness#B1-24
United Square,OCBC BankServices#02-26
United Square,Old Chang KeeFood & Beverages#01-K2
United Square,Peperoni PizzeriaFood & Beverages#01-07
United Square,Physicians Practice Family Medical CenterServices#01-17
United Square,POKÉ LULUFood & Beverages#01-K13
United Square,Pontian Wanton NoodlesFood & Beverages#B1-20
United Square,Popular BookstoreShopping#B1-56/56A
United Square,Precision OpticsServices#01-44
United Square,Proofer Bakery & PizzeriaFood & Beverages#01-K8
United Square,PUMA KidsShopping#01-56
United Square,R&B TeaFood & Beverages#02-K1
United Square,SaizeriyaFood & Beverages#B1-32/33
United Square,SamuriceFood & Beverages#B1-18
United Square,Sea AppleShopping#01-68
United Square,SF FruitsFood & Beverages#01-01B
United Square,SkinGo!Beauty & Health And Wellness#01-36
United Square,SmiggleShopping#01-85/86
United Square,Soup RestaurantFood & Beverages#B1-10
United Square,Starbucks CoffeeFood & Beverages#01-01
United Square,The Ballet & Music CompanyEnrichment Centre#04-26
United Square,The Laundry CornerServices#B1-56G
United Square,"The Learning LabEnrichment Centre#03-03, #04-10"
United Square,The Smell LabBeauty & Health And Wellness#01-K7
United Square,Tian Yuan Xiang Chicken EssenceBeauty & Health And Wellness#B1-24A
United Square,Toast BoxFood & Beverages#01-81
United Square,Toys“R”UsShopping#02-10 to 15
United Square,Twelve CupcakesFood & Beverages#01-59
United Square,Vanity RoomBeauty & Health And Wellness#01-54
United Square,Vienna International BuffetFood & Beverages#B1-01
United Square,Viet LapFood & Beverages#B1-06
United Square,VitakidsBeauty & Health And Wellness#B1-21
United Square,Watson’s Personal Care StoresBeauty & Health And Wellness#B1-53
United Square,Wee Nam Kee Chicken RiceFood & Beverages#01-08
United Square,Wine ConnectionFood & Beverages#01-14 to 16
United Square,Ya Kun Kaya ToastFood & Beverages#B1-38
United Square,YAYOIFood & Beverages#B1-54/55
United Square,YoleFood & Beverages#01-K14
United Square,Blog
United Square,Money Changers
United Square,About Us
United Square,Contact Us
United Square,Terms and Conditions
United Square,Privacy Policy
United Square,Directory
United Square,Deals
United Square,About
Valley Point,2it & DrinkFood & Restaurants#01-01
Valley Point,85 Redhill Teochew Fishball NoodlesFood & Restaurants#01-07
Valley Point,Adam Khoo Learning CentreSchools & Offices#01-10
Valley Point,Anytime FitnessSports & Leisure#02-02/03
Valley Point,Crystal WinesFood & Restaurants#01-02/03
Valley Point,Elegant NailsHair & Beauty#01-15
Valley Point,FairPrice FinestSupermarket#01-13/14
Valley Point,Fu Man YuanFood & Restaurants#01-11/12
Valley Point,Hom YogaSports & Leisure#01-18/19 & 01-19K
Valley Point,kcutsHair & Beauty#01-09
Valley Point,Little FarmsFood & Restaurants#01-20 to 25
Valley Point,LR BoulangerieFood & Restaurants#01-02
Valley Point,Nam Kee PauFood & Restaurants#01-08
Valley Point,Natureland Massage & TherapyHair & Beauty#02-01
Valley Point,Pet Lovers CentreServices#01-14A
Valley Point,Phat Burger BroFood & Restaurants#01-17
Valley Point,Presto Expat MotoringServices#01-04
Valley Point,StarbucksFood & Restaurants#01-16
Valley Point,Vets for Life Animal ClinicServices#01-05/06
Valley Point,Blog
Valley Point,Money Changers
Valley Point,About Us
Valley Point,Contact Us
Valley Point,Terms and Conditions
Valley Point,Privacy Policy
Velocity Novena,12 Hrs Money ExchangerServices#01-70A
Velocity Novena,7-ElevenServices#01-06A
Velocity Novena,A-Roy Thai RestaurantRestaurants#03-61 & 03-64
Velocity Novena,ALLUFashion & Accessories#02-17
Velocity Novena,AnCee ChantelleFashion & Accessories#02-22
Velocity Novena,Another OneFashion & Accessories#02-16
Velocity Novena,AsicsSports Apparel & Equipment#01-44/45
Velocity Novena,Be CraftyGifts & Souvenirs#02-K2
Velocity Novena,Beard Papa'sCasual Dining#01-22A
Velocity Novena,Belleza De Midori SalonServices#03-43/44
Velocity Novena,Better VisionServices#02-39/40
Velocity Novena,BirkenstockSports Apparel & Equipment#01-46
Velocity Novena,Boost Juice BarsFood Specialties / Takeaway#01-24
Velocity Novena,BreadTalkCasual Dining#01-26
Velocity Novena,Cedele Bakery CaféCasual Dining#01-01
Velocity Novena,CHICHA San ChenFood Specialties / Takeaway#01-07
Velocity Novena,Citi Beauty AestheticsServices#03-42
Velocity Novena,City DonutFood Specialties / Takeaway#01-72/73
Velocity Novena,Climb CentralSports Facility#03-23 & 03-25
Velocity Novena,Cold StorageSupermarket#01-28/29
Velocity Novena,Core Concepts - Physiotherapy CentreServices#03-32 & 03-32B
Velocity Novena,Cotton OnFashion & Accessories#01-48 & 01-52
Velocity Novena,Curry TimesRestaurants#02-33/34 & 02-41/42
Velocity Novena,d'skinServices#03-13 to 17
Velocity Novena,d'skin prestigeServices#03-65/66
Velocity Novena,d'SSLServices#03-22
Velocity Novena,DaXi 大喜Restaurants#01-08
Velocity Novena,DecathlonSports Apparel & Equipment#01-66/67
Velocity Novena,EC HouseServices#02-02
Velocity Novena,Eu Yan SangHealth & Beauty Products#01-75/76
Velocity Novena,Fight ZoneSports Facility#03-57/58
Velocity Novena,Fish & Co.Restaurants#03-11/12
Velocity Novena,FONDFashion & Accessories#02-46A
Velocity Novena,Four LeavesFood Specialties / Takeaway#01-77/78
Velocity Novena,Gadget MixElectronics & Telecommunications#02-35/36
Velocity Novena,Global HolidaysServices#03-08
Velocity Novena,GOLDHEARTWatches & Jewellery#01-25
Velocity Novena,GOTCHA Fresh TeaFood Specialties / Takeaway#02-51
Velocity Novena,Guardian Health & BeautyHealth & Beauty Products#01-31/32
Velocity Novena,Guzman Y GomezCasual Dining#01-68/69
Velocity Novena,Gyu-Kaku Japanese BBQ RestaurantCasual Dining#02-46
Velocity Novena,Hair MechanicsServices#03-01/02
Velocity Novena,Han's CaféCasual Dining#01-19 to 21
Velocity Novena,Hana K-FoodCasual Dining#02-25
Velocity Novena,Harry's Bar + DiningCasual Dining#01-59/60
Velocity Novena,HelenFashion & Accessories#01-12
Velocity Novena,Hometown Ma La Tang & Ma La HotpotRestaurants#02-26/27
Velocity Novena,HYSSESHealth & Beauty Products#01-81
Velocity Novena,Ichiban BoshiRestaurants#02-13/14
Velocity Novena,Josh's GrillCasual Dining#02-68 to 72
Velocity Novena,K Designer Nail & BeautyServices#03-18
Velocity Novena,KakooFashion & Accessories#02-19
Velocity Novena,kcutsServices#03-07
Velocity Novena,Key Power SportsSports Apparel & Equipment#03-59/60
Velocity Novena,KFCFast Food#01-16 & 01-18
Velocity Novena,Koi ThéFood Specialties / Takeaway#01-61
Velocity Novena,Koufu CookhouseFood Court#03-47
Velocity Novena,LA Barber shopServices#02-02
Velocity Novena,LACHealth & Beauty Products#01-74
Velocity Novena,Lai ChiFood Specialties / Takeaway#01-91
Velocity Novena,lenskart.comServices#01-43
Velocity Novena,LioOthers#03-36
Velocity Novena,Liv ActivSports Apparel & Equipment#02-60 & 02-67
Velocity Novena,London Weight ManagementServices#03-26/27
Velocity Novena,LovisaFashion & Accessories#01-10
Velocity Novena,Mei Heong Yuen DessertCasual Dining#02-03
Velocity Novena,Mmmm!Food Specialties / Takeaway#01-79/80
Velocity Novena,Monsoon/Dr. Moto Hair Aesthetics ClinicServices#03-29 & 03-31
Velocity Novena,Monster CurryRestaurants#02-78/79
Velocity Novena,MOS BurgerFast Food#01-54/55
Velocity Novena,Mr. CoconutFood Specialties / Takeaway#02-53A
Velocity Novena,Mun Zuk by Li Fang CongeeCasual Dining#01-86/87
Velocity Novena,Myths & Legends CollectionGifts & Souvenirs#03-35
Velocity Novena,Nail BlissServices#02-38
Velocity Novena,New BalanceSports Apparel & Equipment#01-39 & 01-42
Velocity Novena,New York Skin SolutionsServices#03-28
Velocity Novena,NOVELAHealth & Beauty Products#01-36/37
Velocity Novena,NovitaHealth & Beauty Products#02-46B
Velocity Novena,Old Chang KeeCasual Dining#01-70/71
Velocity Novena,Old Tea HutFood Specialties / Takeaway#03-K1
Velocity Novena,OmotéRestaurants#03-09/10
Velocity Novena,OPPOServices#03-33
Velocity Novena,Pierre CardinFashion & Accessories#02-21
Velocity Novena,Pixie Nail SpaServices#03-37/38
Velocity Novena,Poke TheoryCasual Dining#01-53
Velocity Novena,Q&M Dental CentreServices#02-47(OFFICETOWER)
Velocity Novena,Q&M Dental SurgeryServices#02-01
Velocity Novena,Reebok Fit HubSports Apparel & Equipment#02-58/59
Velocity Novena,Rose Of SharonFashion & Accessories#02-18
Velocity Novena,Royal Sporting HouseSports Apparel & Equipment#02-53 & 02-59
Velocity Novena,Running LabSports Apparel & Equipment#01-47
Velocity Novena,SaladStop!Casual Dining#02-24
Velocity Novena,SF Farm MartFood Specialties / Takeaway#01-22
Velocity Novena,Shou Slimming CentreServices#03-04 to 06
Velocity Novena,SingTel Exclusive RetailerElectronics & Telecommunications#02-23
Velocity Novena,SKECHERSSports Apparel & Equipment#01-13/14
Velocity Novena,SōCasual Dining#01-05/06
Velocity Novena,So PhoRestaurants#02-43 & 02-45
Velocity Novena,Song Fa Bak Kut TehCasual Dining#01-56 to 58
Velocity Novena,Starbucks CoffeeCasual Dining#02-K7/K8(OFFICETOWER)
Velocity Novena,SubwayCasual Dining#02-28/29
Velocity Novena,Sweet HomeOthers#01-33
Velocity Novena,Sweet ThaiFood Specialties / Takeaway#01-26A
Velocity Novena,Tamago-EnRestaurants#01-90
Velocity Novena,The Big CountrySports Apparel & Equipment#02-48 to 50
Velocity Novena,The Body ShopHealth & Beauty Products#01-34
Velocity Novena,The Coffee Bean & Tea LeafCasual Dining#02-04
Velocity Novena,The Digital GadgetsElectronics & Telecommunications#02-30 & 02-32
Velocity Novena,The Hearing Solution GroupServices#03-03
Velocity Novena,The Soup SpoonCasual Dining#01-62/63
Velocity Novena,The Vogue Hair ProfessionalServices#03-39 to 41
Velocity Novena,THEFACESHOP-Nature CollectionHealth & Beauty Products#01-35
Velocity Novena,TheJellyHeartsFood Specialties / Takeaway#02-10
Velocity Novena,TK TrichoKareServices#03-19 & 03-21
Velocity Novena,Toast BoxCasual Dining#01-15
Velocity Novena,TOMI SUSHICasual Dining#02-73 & 02-77
Velocity Novena,Tori-QCasual Dining#01-88
Velocity Novena,TriumphFashion & Accessories#02-20
Velocity Novena,True FitnessSports Facility#03-45/46
Velocity Novena,TungLok Peking DuckRestaurants#02-11/12
Velocity Novena,TypoBooks & Stationery#01-64/65
Velocity Novena,United Overseas BankServices#01-38
Velocity Novena,Unity PharmacyHealth & Beauty Products#01-11
Velocity Novena,WATSONSHealth & Beauty Products#02-05 & 02-09
Velocity Novena,Winnie'sCasual Dining#01-92
Velocity Novena,Wok HeyFood Specialties / Takeaway#01-23
Velocity Novena,XIn Wang Hong Kong CafeRestaurants#01-09
Velocity Novena,Xing Hua 兴化Restaurants#01-84
Velocity Novena,Blog
Velocity Novena,Money Changers
Velocity Novena,About Us
Velocity Novena,Contact Us
Velocity Novena,Terms and Conditions
Velocity Novena,Privacy Policy
Velocity Novena,Directory
Velocity Novena,Deals
Velocity Novena,About
Vivo City,2XUSports & Active Wear#02-58
Vivo City,3TMOBILESTORYElectrical & Electronics#02-107
Vivo City,4 Fingers Crispy ChickenFast Food#02-120
Vivo City,7-ElevenConvenience Stores#02-31
Vivo City,半仙豆夫 CHINESE TOFU MAGICIANFood Specialties#02-135
Vivo City,Aburi-EnRestaurants#01-159
Vivo City,ActionCityGift & Novelties#02-38
Vivo City,adidasSports & Active Wear#01-73
Vivo City,adidas OriginalsSports & Active Wear#B1-06
Vivo City,"AdonisHealth, Spa & Beauty Services#02-228"
Vivo City,AesopBeauty Essentials#01-06
Vivo City,AfuriRestaurants#01-167
Vivo City,AIBISports & Active Wear#02-160
Vivo City,ALDOBags & Shoes#01-192
Vivo City,Alijiang Silk Road CuisineRestaurants#03-11
Vivo City,AmarisBeauty Essentials#01-02
Vivo City,anothersoleBags & Shoes#02-193
Vivo City,"Apgujeong Hair StudioHealth, Spa & Beauty Services#02-216"
Vivo City,APM MonacoJewellery & Watches#01-K23
Vivo City,ASICSSports & Active Wear#02-70
Vivo City,Astons SpecialitiesRestaurants#02-113
Vivo City,Auntie Anne’sConfectionery & Snacks#B2-K6
Vivo City,Aureus AcademyEducation#02-99
Vivo City,Awfully ChocolateFood Specialties#01-155
Vivo City,Ayam Penyet PresidentRestaurants#B2-23F
Vivo City,Barossa Bar & GrillRestaurants#01-161
Vivo City,BataBags & Shoes#02-206
Vivo City,Bath & Body WorksBeauty Essentials#01-K6
Vivo City,Beach Road Scissors Cut Curry RiceRestaurants#B2-23A
